Date,Value
2017-12-31,0.089918240743383
2016-12-31,-0.030606170791342
2015-12-31,0.31106458094329
2014-12-31,0.36477472905934
2013-12-31,0.24474824473871
2012-12-31,-0.044231898799186
2011-12-31,0.28864298707404
2010-12-31,0.34599129468085
2009-12-31,-0.42671948577333
